읍면동,구 이름,동 이름,전체평균연령,남자,여자,약국,여성 복지 시설수,학원수 (개),지역 문화 복지 시설,영화관,박물관,미술관,공연장,공원수,도서관 수,녹지 만족도(10점 평균),소음,대기오염,휴식공간 및 녹지부족,수질오염,범죄 폭력,길거리의 쓰레기방치,주차질서
1120052,동작구,노량진2동,47.1,45.9,48.4,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120053,동작구,상도1동,42.8,41.6,43.9,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120054,동작구,상도2동,42.7,41.9,43.5,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120055,동작구,상도3동,45.8,44.8,46.6,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120056,동작구,상도4동,45.7,44.4,46.9,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120063,동작구,사당1동,44.0,43.3,44.6,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120065,동작구,사당3동,44.9,44.4,45.3,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120066,동작구,사당4동,45.9,44.9,46.9,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120067,동작구,사당5동,44.2,43.4,45.0,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120068,동작구,대방동,43.1,42.4,43.6,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120069,동작구,신대방1동,44.0,43.4,44.5,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120070,동작구,신대방2동,42.3,41.7,42.8,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120071,동작구,흑석동,43.4,42.4,44.4,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120072,동작구,노량진1동,44.5,42.9,46.1,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1120073,동작구,사당2동,45.9,44.7,47.1,186,3,470,14,2,1,0,3,86,7,6.36,79.9,76.1,78.0,86.8,81.4,68.2,61.6
1121052,관악구,보라매동,45.1,44.0,46.2,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121054,관악구,청림동,45.0,43.6,46.3,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121057,관악구,행운동,42.2,41.9,42.4,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121058,관악구,낙성대동,38.9,38.6,39.2,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121061,관악구,중앙동,42.2,42.1,42.2,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121062,관악구,인헌동,43.1,42.3,43.8,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121063,관악구,남현동,43.5,42.9,44.1,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121064,관악구,서원동,42.2,41.2,43.3,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121065,관악구,신원동,44.6,43.3,46.0,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121066,관악구,서림동,43.2,42.0,44.8,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121068,관악구,신사동,43.2,42.5,43.9,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121068,강남구,신사동,45.1,44.5,45.7,489,2,2500,13,10,7,4,41,165,15,6.67,63.7,56.5,65.6,70.8,60.6,63.1,50.7
1123051,관악구,신사동,43.2,42.5,43.9,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1123051,강남구,신사동,45.1,44.5,45.7,489,2,2500,13,10,7,4,41,165,15,6.67,63.7,56.5,65.6,70.8,60.6,63.1,50.7
1121069,관악구,신림동,37.6,37.8,37.3,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121071,관악구,난향동,45.8,44.9,46.6,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121072,관악구,조원동,42.8,42.9,42.7,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121073,관악구,대학동,42.1,41.3,43.3,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121078,관악구,은천동,44.5,43.6,45.5,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121079,관악구,성현동,45.3,43.9,46.6,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121080,관악구,청룡동,40.0,40.0,40.1,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121081,관악구,난곡동,47.8,46.7,48.8,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121082,관악구,삼성동,51.0,49.3,52.8,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1121083,관악구,미성동,46.2,45.4,47.0,223,1,415,11,2,2,2,1,135,5,6.01,72.9,69.4,64.8,72.0,67.5,61.2,49.1
1122051,서초구,서초1동,43.1,42.3,43.9,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122052,서초구,서초2동,40.2,40.1,40.3,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122053,서초구,서초3동,43.2,42.8,43.5,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122054,서초구,서초4동,41.4,40.9,41.9,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122055,서초구,잠원동,41.8,41.1,42.5,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122056,서초구,반포본동,43.3,44.8,42.0,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122057,서초구,반포1동,40.1,39.7,40.5,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122058,서초구,반포2동,40.4,39.9,40.7,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122059,서초구,반포3동,41.5,40.7,42.3,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122060,서초구,반포4동,42.6,41.7,43.5,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122061,서초구,방배본동,42.9,42.7,43.1,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
1122062,서초구,방배1동,44.4,43.7,45.1,266,0,1193,13,3,4,5,29,179,8,6.18,66.1,59.1,69.3,71.0,65.3,65.1,55.2
